Serial number,time,size,direction
743,1540288483.3665466,60,-1
744,1540288483.3961096,491,1
745,1540288483.4461386,491,1
746,1540288483.4626613,60,-1
747,1540288483.4647126,151,-1
748,1540288483.4662604,54,1
749,1540288483.5178356,491,1
750,1540288483.5443113,491,1
751,1540288483.5608697,60,-1
752,1540288483.6079867,491,1
753,1540288483.6537416,491,1
754,1540288483.670337,60,-1
755,1540288483.716825,169,-1
756,1540288483.728512,491,1
757,1540288483.7286618,54,1
758,1540288483.753521,491,1
759,1540288483.7700775,60,-1
760,1540288483.8136306,491,1
761,1540288483.856208,491,1
762,1540288483.8728282,60,-1
763,1540288483.9162748,491,1
764,1540288483.9470534,491,1
765,1540288483.9637227,60,-1
766,1540288484.010809,491,1
767,1540288484.038493,491,1
768,1540288484.055013,60,-1
769,1540288484.1074145,491,1
770,1540288484.1547434,491,1
771,1540288484.1713772,60,-1
772,1540288484.2143958,491,1
773,1540288484.248508,491,1
774,1540288484.265146,60,-1
775,1540288484.3165855,491,1
776,1540288484.3427162,491,1
777,1540288484.3592763,60,-1
778,1540288484.3853261,216,-1
779,1540288484.3858016,1514,-1
780,1540288484.3858774,1514,-1
781,1540288484.3860598,1048,-1
782,1540288484.3898747,54,1
783,1540288484.390029,54,1
784,1540288484.4109478,1514,-1
785,1540288484.4111226,1514,-1
786,1540288484.411126,1267,-1
787,1540288484.4111269,269,-1
788,1540288484.4248705,491,1
789,1540288484.4280927,54,1
790,1540288484.4290123,54,1
791,1540288484.435392,491,1
792,1540288484.4519815,60,-1
793,1540288484.490956,1514,-1
794,1540288484.4910572,1514,-1
795,1540288484.4911718,1267,-1
796,1540288484.4912992,1514,-1
797,1540288484.4913988,1514,-1
798,1540288484.4914,328,-1
799,1540288484.4915342,1030,-1
800,1540288484.4916694,1514,-1
801,1540288484.4917684,1514,-1
802,1540288484.4919505,1267,-1
803,1540288484.5334373,54,1
804,1540288484.5335221,54,1
805,1540288484.5335982,54,1
806,1540288484.5337374,491,1
807,1540288484.533752,54,1
808,1540288484.533829,54,1
809,1540288484.5485868,91,1
810,1540288484.550061,1514,-1
811,1540288484.5501919,1514,-1
812,1540288484.5503118,1514,-1
813,1540288484.550431,1514,-1
814,1540288484.5505526,1514,-1
815,1540288484.5506775,1514,-1
816,1540288484.550796,1514,-1
817,1540288484.5509248,1514,-1
818,1540288484.551114,1341,-1
819,1540288484.5513272,91,1
820,1540288484.5529037,54,1
821,1540288484.5529873,54,1
822,1540288484.5555706,54,1
823,1540288484.5556488,54,1
824,1540288484.556974,99,1
825,1540288484.565101,60,-1
826,1540288484.5795357,60,-1
827,1540288484.6135411,304,1
828,1540288484.6701596,60,-1
829,1540288484.8427916,161,-1
830,1540288484.8659875,154,-1
831,1540288484.8674223,54,1
832,1540288490.095939,77,1
833,1540288490.1135457,77,-1
834,1540288490.1365535,66,1
835,1540288490.2297068,175,1
836,1540288490.2462332,60,-1
837,1540288512.337286,287,1
838,1540288512.3537922,60,-1
839,1540288512.3844595,1133,1
840,1540288512.4011025,60,-1
841,1540288512.4254296,1514,1
842,1540288512.4269795,1514,1
843,1540288512.4270124,771,1
844,1540288512.4317257,1514,1
845,1540288512.4328878,1431,1
846,1540288512.4421303,60,-1
847,1540288512.4436336,60,-1
848,1540288512.4436355,60,-1
849,1540288512.4438033,99,-1
850,1540288512.4495575,60,-1
851,1540288512.45694,1514,1
852,1540288512.4588284,1514,1
853,1540288512.4588635,1171,1
854,1540288512.46934,491,1
855,1540288512.4703832,491,1
856,1540288512.4755423,60,-1
857,1540288512.4760902,491,1
858,1540288512.4856088,1514,1
859,1540288512.4859316,1031,1
860,1540288512.4866776,491,1
861,1540288512.4871833,60,-1
862,1540288512.4874096,491,1
863,1540288512.4883823,491,1
864,1540288512.4892352,491,1
865,1540288512.4904053,491,1
866,1540288512.502346,60,-1
867,1540288512.5032113,60,-1
868,1540288512.5049348,60,-1
869,1540288512.5069346,60,-1
870,1540288512.5119822,214,-1
871,1540288512.5137756,66,1
872,1540288512.5338812,503,1
873,1540288512.6104686,60,-1
874,1540288512.637504,503,1
875,1540288512.6540463,60,-1
876,1540288512.662523,503,1
877,1540288512.6792321,60,-1
878,1540288512.6903963,99,-1
879,1540288512.7000976,503,1
880,1540288512.7598557,503,1
881,1540288512.7604156,60,-1
882,1540288512.804958,503,1
883,1540288512.805121,54,1
884,1540288512.82042,60,-1
885,1540288512.8581016,491,1
886,1540288512.870397,60,-1
887,1540288512.9205317,60,-1
888,1540288512.9361405,491,1
889,1540288512.9366398,491,1
890,1540288512.9526947,60,-1
891,1540288512.9531686,60,-1
892,1540288513.0146446,491,1
893,1540288513.0311863,60,-1
894,1540288513.0511498,491,1
895,1540288513.067692,60,-1
896,1540288513.1201031,491,1
897,1540288513.1288831,491,1
898,1540288513.136655,60,-1
899,1540288513.145441,60,-1
900,1540288513.203431,491,1
901,1540288513.2200246,60,-1
902,1540288513.2564707,491,1
903,1540288513.2731152,60,-1
904,1540288513.2879713,491,1
905,1540288513.3045912,60,-1
906,1540288513.3365185,491,1
907,1540288513.3530843,60,-1
908,1540288513.3982294,491,1
909,1540288513.4147635,60,-1
910,1540288513.4317434,491,1
911,1540288513.4482586,60,-1
912,1540288513.4952874,491,1
913,1540288513.5118387,60,-1
914,1540288513.5267322,491,1
915,1540288513.5432684,60,-1
916,1540288513.589955,491,1
917,1540288513.6065235,60,-1
918,1540288513.63582,491,1
919,1540288513.6523957,60,-1
920,1540288513.6868508,491,1
921,1540288513.703607,60,-1
922,1540288513.7326858,491,1
923,1540288513.7496662,60,-1
924,1540288513.823815,491,1
925,1540288513.8338807,491,1
926,1540288513.840444,60,-1
927,1540288513.8504524,60,-1
928,1540288513.895501,491,1
929,1540288513.9120243,60,-1
930,1540288513.9272733,491,1
931,1540288513.9438083,60,-1
932,1540288513.9908,491,1
933,1540288514.007323,60,-1
934,1540288514.0347147,150,-1
935,1540288514.0358806,54,1
936,1540288514.0561903,491,1
937,1540288514.0887039,491,1
938,1540288514.1051953,60,-1
939,1540288514.136746,491,1
940,1540288514.2004144,60,-1
941,1540288514.2164757,491,1
942,1540288514.2330709,60,-1
943,1540288514.2401638,491,1
944,1540288514.256721,60,-1
945,1540288514.2736754,170,-1
946,1540288514.2949305,491,1
947,1540288514.3275967,491,1
948,1540288514.3442228,60,-1
949,1540288514.3920968,491,1
950,1540288514.4404364,491,1
